קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר,שכונה
14.0,1960.0,29/01/2020,הפרחים 5,11192-288-4,דירה בבית קומות,3,ראשונה,51,"900,000 ₪",רמת בן גוריון
14.0,1960.0,06/08/2013,הפרחים 5,11192-288-4,דירה בבית קומות,3,ראשונה,51,"910,000 ₪",רמת בן גוריון
14.0,1960.0,07/11/2003,הפרחים 5,11192-288-4,דירה בבית קומות,3,ראשונה,51,"372,000 ₪",רמת בן גוריון
1.0,1985.0,28/01/2020,"זלמן שז""ר 5",11192-145-5,דירה בבית קומות,5,שניה שלישית,118.4,"1,635,000 ₪",רמת בן גוריון
14.0,1970.0,27/01/2020,הפרחים 3,11192-273-25,דירה בבית קומות,3,חמישית,52,"900,000 ₪",רמת בן גוריון
4.0,1960.0,20/01/2020,שקמה 6,11192-250-3,דירה בבית קומות,3,ראשונה,63,"1,100,000 ₪",רמת בן גוריון
4.0,1960.0,26/05/2011,שקמה 6,11192-250-3,דירה בבית קומות,3,ראשונה,63,"830,000 ₪",רמת בן גוריון
4.0,1960.0,28/03/2004,שקמה 6,11192-250-3,דירה בבית קומות,3,ראשונה,63,"542,000 ₪",רמת בן גוריון
22.0,1970.0,16/01/2020,אורן 23,11192-345-26,דירה בבית קומות,4,חמישית,106.82,"1,210,000 ₪",רמת בן גוריון
22.0,1970.0,12/07/2012,אורן 23,11192-345-26,דירה בבית קומות,4,חמישית,106.82,"1,110,000 ₪",רמת בן גוריון
14.0,1960.0,14/01/2020,הפרחים 5,11192-288-21,דירה בבית קומות,2.5,רביעית,53,"900,000 ₪",רמת בן גוריון
2.0,1981.0,14/01/2020,"זלמן שז""ר 4",11192-167-6,דירה בבית קומות,5,שניה שלישית רביעית,199.46,"1,930,000 ₪",רמת בן גוריון
13.0,1970.0,25/12/2019,הפרחים 9,11192-271-17,דירה בבית קומות,4,שלישית,81.75,"1,120,000 ₪",רמת בן גוריון
4.0,1960.0,18/12/2019,אורן 20,11192-265-9,דירה בבית קומות,3,שניה,58,"1,050,000 ₪",רמת בן גוריון
4.0,1980.0,05/12/2019,הצוללת דקר 19,11192-169-8,דירה בבית קומות,3,שניה שלישית רביעית,74.7,"1,115,000 ₪",רמת בן גוריון
4.0,1980.0,19/03/2009,הצוללת דקר 19,11192-169-8,דירה בבית קומות,3,שניה שלישית רביעית,74.7,"570,000 ₪",רמת בן גוריון
0.0,1986.0,10/11/2019,"זלמן שז""ר 15",11192-150-5,דירת גן,5,"מרתף,קרקע וראשונה",153.48,"2,000,000 ₪",רמת בן גוריון
12.0,1970.0,31/10/2019,אורן 31,11192-317-40,דירה בבית קומות,3,שישית,59.25,"939,000 ₪",רמת בן גוריון
4.0,1965.0,31/10/2019,אורן 38,11192-260-3,דירה בבית קומות,3,ראשונה,74.25,"1,121,200 ₪",רמת בן גוריון
15.0,1960.0,30/10/2019,הפרחים 1,11192-274-9,דירה בבית קומות,3,שניה,53,"176,000 ₪",רמת בן גוריון
22.0,1970.0,25/10/2019,אורן 23,11192-345-28,דירה בבית קומות,3,שישית,88.86,"1,265,000 ₪",רמת בן גוריון
13.0,1960.0,22/09/2019,אורן 35,11192-319-20,דירה בבית קומות,3,רביעית,62.5,"940,000 ₪",רמת בן גוריון
13.0,1960.0,19/10/2017,אורן 35,11192-319-20,דירה בבית קומות,3,רביעית,62.5,"600,000 ₪",רמת בן גוריון
12.0,1970.0,20/09/2019,אורן 31,11192-317-67,דירה בבית קומות,3,אחת עשרה,56.75,"1,150,000 ₪",רמת בן גוריון
7.0,1970.0,19/09/2019,הנטקה 43,11192-269-7,דירה בבית קומות,3,שניה,83.28,"1,100,000 ₪",רמת בן גוריון
1.0,1989.0,18/08/2019,אורן 42,11192-106-5,דירה בבית קומות,5,שניה + שלישית,123.88,"1,250,000 ₪",רמת בן גוריון
1.0,1989.0,14/06/2012,אורן 42,11192-106-5,דירה בבית קומות,5,שניה + שלישית,123.88,"1,200,000 ₪",רמת בן גוריון
16.0,1970.0,25/07/2019,אורן 29,11192-316-82,דירה בבית קומות,3,שש עשרה,56.75,"1,080,000 ₪",רמת בן גוריון
13.0,1970.0,23/07/2019,הפרחים 9,11192-271-71,דירה בבית קומות,4,שתים עשרה,81.75,"1,225,000 ₪",רמת בן גוריון
4.0,1960.0,12/07/2019,אורן 32,11192-262-17,דירה בבית קומות,2,עמודים,25.55,"620,000 ₪",רמת בן גוריון
4.0,1960.0,13/01/2014,אורן 32,11192-262-17,דירה בבית קומות,2,עמודים,25.55,"530,000 ₪",רמת בן גוריון
4.0,1960.0,24/10/2011,אורן 32,11192-262-17,דירה בבית קומות,2,עמודים,25.55,"450,000 ₪",רמת בן גוריון
12.0,1970.0,07/07/2019,אורן 31,11192-317-18,דירה בבית קומות,3,שלישית,62.25,"860,000 ₪",רמת בן גוריון
5.0,1970.0,02/07/2019,אורן 9,11192-243-2,דירה בבית קומות,3,קרקע,70,"1,100,000 ₪",רמת בן גוריון
22.0,1970.0,20/06/2019,אורן 23,11192-345-73,דירה בבית קומות,3,שלוש עשרה,88.76,"1,180,000 ₪",רמת בן גוריון
13.0,1970.0,18/06/2019,הפרחים 11,11192-270-60,דירה בבית קומות,3,אחת עשרה,57.5,"910,000 ₪",רמת בן גוריון
5.0,2001.0,11/06/2019,הצוללת דקר 14,11192-370-24,דירה בבית קומות,4,שלישית,90.5,"1,590,000 ₪",רמת בן גוריון
5.0,2001.0,15/12/2011,הצוללת דקר 14,11192-370-24,דירה בבית קומות,4,שלישית,90.5,"1,220,000 ₪",רמת בן גוריון
16.0,1970.0,07/06/2019,אורן 29,11192-316-53,דירה בבית קומות,3,אחת עשרה,62.25,"490,000 ₪",רמת בן גוריון
7.0,1970.0,29/05/2019,הנטקה 43,11192-269-2,דירה בבית קומות,3,קרקע,80.06,"1,300,000 ₪",רמת בן גוריון
7.0,1970.0,23/03/2000,הנטקה 43,11192-269-2,דירה בבית קומות,3,קרקע,80.06,"567,000 ₪",רמת בן גוריון
14.0,1970.0,27/05/2019,הפרחים 3,11192-273-53,דירה בבית קומות,3,אחת עשרה,54,"900,000 ₪",רמת בן גוריון
6.0,1960.0,12/05/2019,אורן 13,11192-241-13,דירה בבית קומות,4,קרקע,77,"1,290,000 ₪",רמת בן גוריון
6.0,1960.0,22/04/2007,אורן 13,11192-241-13,דירה בבית קומות,4,קרקע,77,"516,000 ₪",רמת בן גוריון
0.0,1989.0,02/05/2019,"זלמן שז""ר 9",11192-147-3,דירה בבית קומות,5,קרקע+ראשונה+שניה+,131.17,"1,630,000 ₪",רמת בן גוריון
16.0,1970.0,15/04/2019,אורן 29,11192-316-57,דירה בבית קומות,3,אחת עשרה,56.75,"990,000 ₪",רמת בן גוריון
16.0,1970.0,29/09/2006,אורן 29,11192-316-57,דירה בבית קומות,3,אחת עשרה,56.75,"479,000 ₪",רמת בן גוריון
16.0,1970.0,28/07/2000,אורן 29,11192-316-57,דירה בבית קומות,3,אחת עשרה,56.75,"531,000 ₪",רמת בן גוריון
3.0,1981.0,08/04/2019,"זלמן שז""ר 18",11192-160-2,דירה בבית קומות,4,ראשונה,93,"1,750,000 ₪",רמת בן גוריון
4.0,1960.0,02/04/2019,שקמה 12,11192-251-4,דירה בבית קומות,3,ראשונה,77,"1,250,000 ₪",רמת בן גוריון
4.0,1960.0,27/06/2013,שקמה 12,11192-251-4,דירה בבית קומות,3,ראשונה,77,"1,095,000 ₪",רמת בן גוריון
4.0,1960.0,29/01/2009,שקמה 12,11192-251-4,דירה בבית קומות,3,ראשונה,77,"650,000 ₪",רמת בן גוריון
4.0,1960.0,16/05/2001,שקמה 12,11192-251-4,דירה בבית קומות,3,ראשונה,77,"684,000 ₪",רמת בן גוריון
5.0,1970.0,20/03/2019,אורן 9,11192-243-10,דירה בבית קומות,4,רביעית,83,"1,270,000 ₪",רמת בן גוריון
5.0,1970.0,13/06/2007,אורן 9,11192-243-10,דירה בבית קומות,4,רביעית,83,"579,000 ₪",רמת בן גוריון
5.0,1960.0,20/03/2019,אורן 11,11192-242-19,דירה בבית קומות,3,שלישית,77,"1,110,000 ₪",רמת בן גוריון
16.0,1970.0,19/03/2019,אורן 29,11192-316-49,דירה בבית קומות,3.5,עשירית,59.75,"975,000 ₪",רמת בן גוריון
6.0,1970.0,14/03/2019,הנטקה 39,11192-267-4,דירה בבית קומות,4,ראשונה,85.15,"1,160,000 ₪",רמת בן גוריון
12.0,1970.0,07/03/2019,אורן 31,11192-317-26,דירה בבית קומות,3,רביעית,62.25,"970,000 ₪",רמת בן גוריון
7.0,1960.0,05/03/2019,אורן 5,11192-245-22,דירה בבית קומות,4,שלישית,77,"847,000 ₪",רמת בן גוריון
13.0,1960.0,10/02/2019,אורן 35,11192-319-72,דירה בבית קומות,3,אחת עשרה,58.95,"1,040,000 ₪",רמת בן גוריון
13.0,1970.0,07/02/2019,הפרחים 11,11192-270-14,דירה בבית קומות,3,שלישית,61.21,"850,000 ₪",רמת בן גוריון
13.0,1970.0,16/11/2011,הפרחים 11,11192-270-14,דירה בבית קומות,3,שלישית,61.21,"620,000 ₪",רמת בן גוריון
13.0,1970.0,16/04/2009,הפרחים 11,11192-270-14,דירה בבית קומות,3,שלישית,61.21,"500,000 ₪",רמת בן גוריון
3.0,1983.0,06/02/2019,"זלמן שז""ר 14",11192-162-6,דירה בבית קומות,4,שלישית,97.2,"1,500,000 ₪",רמת בן גוריון
15.0,1960.0,05/02/2019,הפרחים 1,11192-274-52,דירה בבית קומות,3,תשיעית,51,"892,000 ₪",רמת בן גוריון
12.0,1970.0,21/01/2019,אורן 31,11192-317-3,דירה בבית קומות,3,קרקע 1 א',59.25,"945,000 ₪",רמת בן גוריון
12.0,1970.0,20/01/2019,אורן 31,11192-317-5,דירה בבית קומות,3.5,קרקע 1,56.75,"980,000 ₪",רמת בן גוריון
12.0,1970.0,24/10/1999,אורן 31,11192-317-5,דירה בבית קומות,3.5,קרקע 1,56.75,"491,000 ₪",רמת בן גוריון
13.0,1970.0,14/01/2019,הפרחים 9,11192-271-58,דירה בבית קומות,3,עשירית,61.3,"850,000 ₪",רמת בן גוריון
6.0,1960.0,08/01/2019,אורן 19,11192-238-9,דירה בבית קומות,3,רביעית,70,"1,150,000 ₪",רמת בן גוריון
6.0,1960.0,06/04/2014,אורן 19,11192-238-9,דירה בבית קומות,3,רביעית,70,"920,000 ₪",רמת בן גוריון
6.0,1960.0,26/01/2010,אורן 19,11192-238-9,דירה בבית קומות,3,רביעית,70,"700,000 ₪",רמת בן גוריון
3.0,1983.0,17/12/2018,מרטין בובר 5,11192-182-4,דירה בבית קומות,4,שניה,104.69,"1,429,000 ₪",רמת בן גוריון
10.0,1980.0,07/12/2018,מרטין בובר 22,11192-195-2,דירה בבית קומות,4,שניה שלישית,86.1,"1,900,000 ₪",רמת בן גוריון
10.0,1980.0,04/05/2011,מרטין בובר 22,11192-195-2,דירה בבית קומות,4,שניה שלישית,86.1,"1,270,000 ₪",רמת בן גוריון
13.0,1960.0,21/11/2018,אורן 35,11192-319-14,דירה בבית קומות,3,שלישית,62.5,"1,010,100 ₪",רמת בן גוריון
4.0,1985.0,20/11/2018,הצוללת דקר 3,11192-177-7,דירה בבית קומות,4,שלישית,104.8,"1,450,000 ₪",רמת בן גוריון
4.0,1985.0,31/05/2012,הצוללת דקר 3,11192-177-7,דירה בבית קומות,4,שלישית,104.8,"1,400,000 ₪",רמת בן גוריון
13.0,1970.0,18/11/2018,הפרחים 9,11192-271-21,דירה בבית קומות,3,רביעית,59.23,"1,030,000 ₪",רמת בן גוריון
12.0,1970.0,07/11/2018,אורן 31,11192-317-46,דירה בבית קומות,3,שביעית,59.25,"940,000 ₪",רמת בן גוריון
22.0,1970.0,25/10/2018,אורן 23,11192-345-91,דירה בבית קומות,3,שש עשרה,88.86,"1,262,600 ₪",רמת בן גוריון
22.0,1970.0,26/11/2006,אורן 23,11192-345-91,דירה בבית קומות,3,שש עשרה,88.86,"644,000 ₪",רמת בן גוריון
14.0,1960.0,21/10/2018,הפרחים 5,11192-288-28,דירה בבית קומות,3,חמישית,51,"850,000 ₪",רמת בן גוריון
16.0,1970.0,25/09/2018,אורן 29,11192-316-85,דירה בבית קומות,3,שש עשרה,56.75,"975,000 ₪",רמת בן גוריון
16.0,1970.0,24/03/2013,אורן 29,11192-316-85,דירה בבית קומות,3,שש עשרה,56.75,"889,000 ₪",רמת בן גוריון
22.0,1970.0,21/09/2018,אורן 23,11192-345-105,דירה בבית קומות,3,שמונה עשרה,88.86,"1,145,000 ₪",רמת בן גוריון
15.0,1960.0,03/09/2018,הפרחים 1,11192-274-68,דירה בבית קומות,3.5,שתים עשרה,54,"910,000 ₪",רמת בן גוריון
14.0,1970.0,19/08/2018,הפרחים 3,11192-273-67,דירה בבית קומות,3,שתים עשרה,52,"960,000 ₪",רמת בן גוריון
14.0,1970.0,09/03/2001,הפרחים 3,11192-273-67,דירה בבית קומות,3,שתים עשרה,52,"515,000 ₪",רמת בן גוריון
2.0,1993.0,19/08/2018,הצוללת דקר 5,11192-176-1,דירה בבית קומות,5,קרקע,106.41,"1,970,000 ₪",רמת בן גוריון
13.0,1970.0,12/08/2018,הפרחים 9,11192-271-2,דירה בבית קומות,4,ביניים,81.75,"1,000,000 ₪",רמת בן גוריון
3.0,1970.0,02/08/2018,אורן 25,11192-334-23,חנות,לא ידוע,ראשונה,35.6,"416,000 ₪",רמת בן גוריון
13.0,1970.0,29/07/2018,הפרחים 9,11192-271-30,דירה בבית קומות,3,חמישית,57.5,"1,000,000 ₪",רמת בן גוריון
3.0,1994.0,26/07/2018,"זלמן שז""ר 19",11192-152-4,דירה בבית קומות,4.5,ראשונה,94.89,"1,705,000 ₪",רמת בן גוריון
3.0,1994.0,24/09/2009,"זלמן שז""ר 19",11192-152-4,דירה בבית קומות,4.5,ראשונה,94.89,"1,150,000 ₪",רמת בן גוריון
3.0,1994.0,19/12/2007,"זלמן שז""ר 19",11192-152-4,דירה בבית קומות,4.5,ראשונה,94.89,"837,000 ₪",רמת בן גוריון
3.0,1994.0,02/10/2000,"זלמן שז""ר 19",11192-152-4,דירה בבית קומות,4.5,ראשונה,94.89,"887,000 ₪",רמת בן גוריון
4.0,1960.0,15/07/2018,אורן 14,11192-266-9,דירה בבית קומות,3,שניה,58,"1,015,000 ₪",רמת בן גוריון
4.0,1960.0,13/07/1998,אורן 14,11192-266-9,דירה בבית קומות,3,שניה,58,"531,000 ₪",רמת בן גוריון
7.0,1970.0,12/07/2018,הנטקה 43,11192-269-5,דירה בבית קומות,4,שניה,102.33,"1,100,000 ₪",רמת בן גוריון
1.0,1990.0,09/07/2018,הצוללת דקר 7,11192-175-2,דירה בבית קומות,5,"מרתף,קרקע,ראשונה",159.37,"2,020,000 ₪",רמת בן גוריון
13.0,1970.0,09/07/2018,הפרחים 11,11192-270-36,דירה בבית קומות,3,שביעית,57.5,"920,000 ₪",רמת בן גוריון
4.0,1980.0,05/07/2018,שקמה 4,11192-249-6,דירה בבית קומות,3,שניה,63,"1,023,000 ₪",רמת בן גוריון
4.0,1980.0,11/11/2008,שקמה 4,11192-249-6,דירה בבית קומות,3,שניה,63,"380,000 ₪",רמת בן גוריון
4.0,1960.0,03/07/2018,שקמה 12,11192-251-1,דירה בבית קומות,3,ראשונה,77,"1,050,000 ₪",רמת בן גוריון
4.0,1960.0,16/12/2004,שקמה 12,11192-251-1,דירה בבית קומות,3,ראשונה,77,"505,000 ₪",רמת בן גוריון
4.0,1960.0,18/06/2018,צבר 5,11192-247-5,דירה בבית קומות,3,שניה,77,"1,048,500 ₪",רמת בן גוריון
12.0,1970.0,14/06/2018,אורן 31,11192-317-52,דירה בבית קומות,3,שמינית,59.25,"980,000 ₪",רמת בן גוריון
14.0,1960.0,12/06/2018,הפרחים 5,11192-288-2,דירה בבית קומות,2,ראשונה,54,"975,000 ₪",רמת בן גוריון
4.0,1960.0,08/06/2018,שקמה 12,11192-251-15,דירה בבית קומות,3,רביעית,63,"950,000 ₪",רמת בן גוריון
4.0,1960.0,21/12/2003,שקמה 12,11192-251-15,דירה בבית קומות,3,רביעית,63,"394,000 ₪",רמת בן גוריון
6.0,1960.0,07/06/2018,אורן 17,11192-239-23,דירה בבית קומות,3,רביעית,77,"1,150,000 ₪",רמת בן גוריון
14.0,1960.0,24/05/2018,הפרחים 5,11192-288-1,דירה בבית קומות,3,ראשונה,52,"899,000 ₪",רמת בן גוריון
14.0,1960.0,04/12/2011,הפרחים 5,11192-288-1,דירה בבית קומות,3,ראשונה,52,"755,000 ₪",רמת בן גוריון
3.0,1983.0,22/05/2018,מרטין בובר 20,11192-194-2,דירה בבית קומות,4.5,שניה,155.35,"2,100,000 ₪",רמת בן גוריון
4.0,1960.0,16/05/2018,שקמה 12,11192-251-9,דירה בבית קומות,3,שלישית,77,"960,000 ₪",רמת בן גוריון
4.0,1960.0,28/03/2001,שקמה 12,11192-251-9,דירה בבית קומות,3,שלישית,77,"585,000 ₪",רמת בן גוריון
3.0,1990.0,15/05/2018,הצוללת דקר 11,11192-173-6,דירה בבית קומות,5,שלישית ורביעית,128.72,"1,750,000 ₪",רמת בן גוריון
3.0,1990.0,14/03/2011,הצוללת דקר 11,11192-173-6,דירה בבית קומות,5,שלישית ורביעית,128.72,"1,400,000 ₪",רמת בן גוריון
14.0,1960.0,23/04/2018,הפרחים 5,11192-288-30,דירה בבית קומות,3,שישית,52,"1,010,000 ₪",רמת בן גוריון
14.0,1960.0,20/06/2004,הפרחים 5,11192-288-30,דירה בבית קומות,3,שישית,52,"528,000 ₪",רמת בן גוריון
4.0,1983.0,13/04/2018,"זלמן שז""ר 20",11192-159-2,דירה בבית קומות,4,ראשונה ושניה,120.6,"1,950,000 ₪",רמת בן גוריון
15.0,1960.0,28/03/2018,הפרחים 1,11192-274-4,דירה בבית קומות,3,ראשונה,51,"875,000 ₪",רמת בן גוריון
15.0,1960.0,14/01/2014,הפרחים 1,11192-274-4,דירה בבית קומות,3,ראשונה,51,"800,000 ₪",רמת בן גוריון
15.0,1960.0,05/01/2006,הפרחים 1,11192-274-4,דירה בבית קומות,3,ראשונה,51,"455,000 ₪",רמת בן גוריון
15.0,1960.0,24/06/1998,הפרחים 1,11192-274-4,דירה בבית קומות,3,ראשונה,51,"482,000 ₪",רמת בן גוריון
6.0,1960.0,28/03/2018,אורן 13,11192-241-5,דירה בבית קומות,3,שניה,83,"1,020,000 ₪",רמת בן גוריון
4.0,1995.0,08/03/2018,מרטין בובר 6,11192-189-6,דירה בבית קומות,6,רביעית+חמישית,158,"2,637,000 ₪",רמת בן גוריון
14.0,1970.0,07/03/2018,הפרחים 3,11192-273-51,דירה בבית קומות,3,תשיעית,53,"907,000 ₪",רמת בן גוריון
14.0,1970.0,17/12/2014,הפרחים 3,11192-273-51,דירה בבית קומות,3,תשיעית,53,"760,000 ₪",רמת בן גוריון
6.0,1960.0,28/02/2018,אורן 13,11192-241-12,דירה בבית קומות,4,מקלט,77,"1,140,000 ₪",רמת בן גוריון
14.0,1960.0,21/02/2018,הפרחים 5,11192-288-64,דירה בבית קומות,3,אחת עשרה,51,"950,000 ₪",רמת בן גוריון
14.0,1960.0,17/06/2002,הפרחים 5,11192-288-64,דירה בבית קומות,3,אחת עשרה,51,"618,000 ₪",רמת בן גוריון
5.0,1985.0,11/02/2018,"זלמן שז""ר 13",11192-149-7,דירה בבית קומות,5,רביעית,121.5,"2,400,000 ₪",רמת בן גוריון
4.0,1980.0,08/02/2018,שקמה 4,11192-249-2,דירה בבית קומות,3,ראשונה,63,"960,000 ₪",רמת בן גוריון
4.0,1960.0,22/01/2018,אורן 26,11192-263-9,דירה בבית קומות,4,שלישית,88.4,"1,099,000 ₪",רמת בן גוריון
4.0,1960.0,07/10/2015,אורן 26,11192-263-9,דירה בבית קומות,4,שלישית,88.4,"950,000 ₪",רמת בן גוריון
14.0,1960.0,17/01/2018,הפרחים 5,11192-288-65,דירה בבית קומות,3,שתים עשרה,54,"1,000,000 ₪",רמת בן גוריון
14.0,1960.0,17/03/2011,הפרחים 5,11192-288-65,דירה בבית קומות,3,שתים עשרה,54,"720,000 ₪",רמת בן גוריון
14.0,1960.0,31/08/2000,הפרחים 5,11192-288-65,דירה בבית קומות,3,שתים עשרה,54,"420,000 ₪",רמת בן גוריון
4.0,1980.0,17/01/2018,הנטקה 19,10782-68-9,דירה בבית קומות,4,רביעית+חמישית,98.4,"1,450,000 ₪",רמת בן גוריון
4.0,1960.0,09/01/2018,צבר 9,11192-246-9,דירה בבית קומות,3,שלישית,77,"1,000,000 ₪",רמת בן גוריון
1.0,1993.0,02/01/2018,מרטין בובר 18,11192-193-6,דירה בבית קומות,6,"ראשנה,שניה,שלישית",160.65,"2,249,000 ₪",רמת בן גוריון
16.0,1970.0,24/12/2017,אורן 29,11192-316-19,דירה בבית קומות,3,חמישית,59.75,"975,000 ₪",רמת בן גוריון
16.0,1970.0,03/08/2008,אורן 29,11192-316-19,דירה בבית קומות,3,חמישית,59.75,"495,000 ₪",רמת בן גוריון
16.0,1970.0,30/06/2000,אורן 29,11192-316-19,דירה בבית קומות,3,חמישית,59.75,"518,000 ₪",רמת בן גוריון
5.0,1985.0,07/12/2017,מרטין בובר 4,11192-188-5,דירה בבית קומות,5,רביעית,153.41,"2,069,000 ₪",רמת בן גוריון
14.0,1970.0,23/11/2017,הפרחים 3,11192-273-23,דירה בבית קומות,3,שישית,54,"900,000 ₪",רמת בן גוריון
7.0,1970.0,13/11/2017,הנטקה 43,11192-269-6,דירה בבית קומות,4,שניה,102.33,"1,195,000 ₪",רמת בן גוריון
7.0,1970.0,26/07/2004,הנטקה 43,11192-269-6,דירה בבית קומות,4,שניה,102.33,"809,000 ₪",רמת בן גוריון
4.0,1970.0,07/11/2017,צבר 3,11192-248-15,דירה בבית קומות,2.5,רביעית,63,"930,000 ₪",רמת בן גוריון
1.0,1987.0,05/11/2017,מרטין בובר 11,11192-179-6,דירה בבית קומות,4,"ראשונה, שניה",101.09,"1,950,000 ₪",רמת בן גוריון
1.0,1987.0,22/08/2009,מרטין בובר 11,11192-179-6,דירה בבית קומות,4,"ראשונה, שניה",101.09,"1,400,000 ₪",רמת בן גוריון
1.0,1987.0,16/11/2000,מרטין בובר 11,11192-179-6,דירה בבית קומות,4,"ראשונה, שניה",101.09,"1,110,000 ₪",רמת בן גוריון
1.0,1987.0,29/06/1998,מרטין בובר 11,11192-179-6,דירה בבית קומות,4,"ראשונה, שניה",101.09,"980,000 ₪",רמת בן גוריון
15.0,1960.0,25/10/2017,הפרחים 1,11192-274-32,דירה בבית קומות,3,שישית,54,"830,000 ₪",רמת בן גוריון
16.0,1970.0,08/10/2017,אורן 29,11192-316-48,דירה בבית קומות,3,עשירית,59.75,"1,120,000 ₪",רמת בן גוריון
16.0,1970.0,06/01/2003,אורן 29,11192-316-48,דירה בבית קומות,3,עשירית,59.75,"634,000 ₪",רמת בן גוריון
10.0,1980.0,01/10/2017,מרטין בובר 22,11192-195-17,דירה בבית קומות,5,חמישית ושישית,97.3,"1,580,000 ₪",רמת בן גוריון
10.0,1980.0,14/09/2008,מרטין בובר 22,11192-195-17,דירה בבית קומות,5,חמישית ושישית,97.3,"987,000 ₪",רמת בן גוריון
10.0,1980.0,11/04/2001,מרטין בובר 22,11192-195-17,דירה בבית קומות,5,חמישית ושישית,97.3,"1,187,000 ₪",רמת בן גוריון
4.0,1960.0,25/09/2017,אורן 26,11192-263-12,דירה בבית קומות,4.5,שלישית,88.4,"750,000 ₪",רמת בן גוריון
4.0,1960.0,21/02/2008,אורן 26,11192-263-12,דירה בבית קומות,4.5,שלישית,88.4,"488,000 ₪",רמת בן גוריון
12.0,1970.0,25/09/2017,אורן 31,11192-317-39,דירה בבית קומות,3,שישית,59.25,"1,000,000 ₪",רמת בן גוריון
12.0,1970.0,22/04/1998,אורן 31,11192-317-39,דירה בבית קומות,3,שישית,59.25,"582,000 ₪",רמת בן גוריון
7.0,1960.0,12/09/2017,אורן 5,11192-245-3,דירה בבית קומות,3.5,ראשונה,72,"1,125,000 ₪",רמת בן גוריון
22.0,1970.0,11/09/2017,אורן 23,11192-345-41,דירה בבית קומות,4,שמינית,106.92,"1,325,000 ₪",רמת בן גוריון
22.0,1970.0,30/04/2006,אורן 23,11192-345-41,דירה בבית קומות,4,שמינית,106.92,"842,000 ₪",רמת בן גוריון
6.0,1960.0,05/09/2017,אורן 19,11192-238-3,דירה בבית קומות,3,ראשונה,72,"1,240,000 ₪",רמת בן גוריון
6.0,1960.0,27/09/2010,אורן 19,11192-238-3,דירה בבית קומות,3,ראשונה,72,"750,000 ₪",רמת בן גוריון
14.0,1960.0,30/08/2017,הפרחים 5,11192-288-75,דירה בבית קומות,3,שלוש עשרה,53,"1,065,000 ₪",רמת בן גוריון
14.0,1960.0,31/12/2013,הפרחים 5,11192-288-75,דירה בבית קומות,3,שלוש עשרה,53,"266,000 ₪",רמת בן גוריון
5.0,1960.0,24/08/2017,אורן 7,11192-244-12,דירה בבית קומות,4,מסד,77,"1,572,000 ₪",רמת בן גוריון
5.0,1960.0,12/12/2012,אורן 7,11192-244-12,דירה בבית קומות,4,מסד,77,"970,000 ₪",רמת בן גוריון
13.0,1960.0,23/08/2017,אורן 35,11192-319-2,דירה בבית קומות,3,ראשונה,62.5,"900,000 ₪",רמת בן גוריון
13.0,1960.0,09/12/2010,אורן 35,11192-319-2,דירה בבית קומות,3,ראשונה,62.5,"650,000 ₪",רמת בן גוריון
0.0,1980.0,08/08/2017,"זלמן שז""ר 31",11192-158-6,דירה בבית קומות,5,"מרתף,קרקע,ראשונה",145,"2,030,000 ₪",רמת בן גוריון
4.0,1960.0,23/07/2017,צבר 5,11192-247-7,דירה בבית קומות,3,שניה,63,"900,000 ₪",רמת בן גוריון
4.0,1960.0,21/12/1998,צבר 5,11192-247-7,דירה בבית קומות,3,שניה,63,"530,000 ₪",רמת בן גוריון
7.0,1970.0,18/07/2017,הנטקה 41,11192-268-9,דירה בבית קומות,4,שלישית,102.33,"1,495,000 ₪",רמת בן גוריון
7.0,1970.0,16/12/2013,הנטקה 41,11192-268-9,דירה בבית קומות,4,שלישית,102.33,"1,320,000 ₪",רמת בן גוריון
13.0,1970.0,06/07/2017,הפרחים 11,11192-270-57,דירה בבית קומות,3,אחת עשרה,59.23,"1,069,000 ₪",רמת בן גוריון
13.0,1970.0,31/01/2011,הפרחים 11,11192-270-57,דירה בבית קומות,3,אחת עשרה,59.23,"685,000 ₪",רמת בן גוריון
13.0,1970.0,10/02/1998,הפרחים 11,11192-270-57,דירה בבית קומות,3,אחת עשרה,59.23,"543,000 ₪",רמת בן גוריון
3.0,1984.0,06/07/2017,"זלמן שז""ר 25",11192-155-6,דירה בבית קומות,6,שניה,97.2,"2,010,000 ₪",רמת בן גוריון
16.0,1970.0,03/07/2017,אורן 29,11192-316-20,דירה בבית קומות,3,חמישית,62.25,"1,100,000 ₪",רמת בן גוריון
16.0,1970.0,10/03/2003,אורן 29,11192-316-20,דירה בבית קומות,3,חמישית,62.25,"541,000 ₪",רמת בן גוריון
1.0,1995.0,13/06/2017,מרטין בובר 14,11192-192-1,דירה בבית קומות,6,"שניה,שלישית ורביעית",161.6,"2,430,000 ₪",רמת בן גוריון
1.0,1995.0,29/08/2013,מרטין בובר 14,11192-192-1,דירה בבית קומות,6,"שניה,שלישית ורביעית",161.6,"1,830,000 ₪",רמת בן גוריון
14.0,1970.0,02/06/2017,הפרחים 3,11192-273-38,דירה בבית קומות,3,שביעית,54,"980,000 ₪",רמת בן גוריון
